Id,SalePrice
1461,116440.90822911511
1462,169945.8662313858
1463,187765.51679358695
1464,198281.04480977546
1465,205104.9490553237
1466,166142.12741218272
1467,173726.29368625616
1468,157912.02917145586
1469,199969.89224125724
1470,115437.35917719583
1471,168581.29846320936
1472,95412.81188089163
1473,90507.55623170838
1474,144517.85987238947
1475,101373.93890921914
1476,371918.98556329584
1477,257855.75585633662
1478,301711.6096190963
1479,300957.5231411322
1480,464584.404425482
1481,314850.5821653837
1482,207296.33182860725
1483,175203.72690067912
1484,162039.79045360428
1485,180089.09028461232
1486,194719.70771356137
1487,332433.51635877485
1488,215977.0364040464
1489,203369.49098771298
1490,253943.87866570332
1491,199961.8515300691
1492,96507.17654324845
1493,191195.14979580487
1494,282482.74660811573
1495,282165.9022998156
1496,238169.9037820984
1497,177284.2823157793
1498,178192.60634510327
1499,165671.28972676952
1500,151813.9045159049
1501,183481.0569640565
1502,134591.4831221982
1503,367133.86787604826
1504,235615.4684145298
1505,227037.74989934234
1506,194445.78559506545
1507,256331.91158773768
1508,196664.8396138968
1509,157591.25142978452
1510,149374.84577960699
1511,158967.54072713875
1512,174225.5203236813
1513,148792.79718325112
1514,162997.81598045534
1515,210168.7400999712
1516,154646.15679473948
1517,182237.3557896535
1518,120213.97745898491
1519,217298.6214134785
1520,127473.22378834343
1521,135208.65407251206
1522,185205.50185121465
1523,111208.66730240281
1524,123993.9822245196
1525,116189.91555300335
1526,101857.27503161647
1527,99568.72267824014
1528,137251.1665475134
1529,160000.7142344426
1530,208634.01003847015
1531,110345.32145554558
1532,87256.05436357346
1533,162126.1351299747
1534,124316.38550546952
1535,153800.0525747927
1536,97675.66315501758
1537,46752.3682748416
1538,149805.81256436303
1539,195485.06481185273
1540,116569.90263281678
1541,138755.86506665187
1542,155234.00007588774
1543,189765.3670688991
1544,71374.53368769612
1545,117222.68741937529
1546,127856.05334506328
1547,135888.14663943072
1548,145194.43081720563
1549,122108.7138953223
1550,140952.04971306983
1551,105673.41734834768
1552,159413.0492482771
1553,152594.3417474752
1554,117689.24610089553
1555,159017.54424986953
1556,50806.94136354279
1557,134236.86101514776
1558,105860.47432235145
1559,54226.71303109963
1560,116813.90223726949
1561,159886.7588093774
1562,128726.35961066574
1563,126880.80995953352
1564,155699.426453143
1565,153427.42795087883
1566,229170.79565292524
1567,70119.53263812355
1568,220728.3002251588
1569,129729.27385414888
1570,120449.74473382745
1571,99719.34391337614
1572,151006.0164485765
1573,271521.746189762
1574,137381.46404098827
1575,239567.97641562845
1576,226346.08496837533
1577,185579.96410758985
1578,141846.49265308204
1579,149399.92168425012
1580,187840.79521091795
1581,154713.83532555768
1582,128018.3631621799
1583,281204.45219767326
1584,218572.19291308775
1585,130652.25885635882
1586,77041.09435591869
1587,103213.4310156109
1588,155857.25858161808
1589,103744.9718294338
1590,130890.12469061668
1591,94810.26759968864
1592,130897.72645982305
1593,124507.49320949911
1594,147992.7783784107
1595,116582.94033634612
1596,224276.05737496796
1597,204488.26899540474
1598,217804.37884671398
1599,183760.37378199722
1600,165493.19807628894
1601,50020.98429874604
1602,127312.28991869571
1603,45245.158355098465
1604,275409.2496819799
1605,228250.80459708412
1606,161231.97231417985
1607,164424.69912821602
1608,204547.60464807373
1609,186164.77356615075
1610,154921.9661380371
1611,134159.07416938958
1612,182583.43203866007
1613,168272.7009454759
1614,121577.28776379292
